duration,tenure_group,division,comprate,num_of_pay_raise,sex,ethnicity,mar_status,highest_educ_lvl,end_age_group,start_age_group,classification,pay_increase_ot,last_jobtitle_duration,emplid_sec,event
5470,over_5,Children Services,40.1149,10,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.0036345886654478975,3986.365497685185,wop2wqbClMKFwp8=,Retirement
5469,over_5,Adult Services,40.1149,11,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.0038357835070396778,1084.3654976851853,wop2wqbCk8KLwqU=,Retirement
5483,over_5,Self Sufficiency,32.2027,10,F,HISPA,M,A,50_to_54,35_to_39,Supervisor,0.003766678825460514,2193.3654976851853,wop2wqbCk8KIwp4=,Retirement
5480,over_5,Other,29.9483,15,,HISPA,,,,,Staff,0.0035672080291970797,1182.3654976851851,wop2wqbCk8KHwqQ=,Retirement
5481,over_5,Children Services,28.615567,13,F,HISPA,S,A,50_to_54,35_to_39,Staff,0.0033234021164021163,2387.3654976851853,wop2wqbCk8KFwp4=,Retirement
5480,over_5,Adult Services,39.258511,6,F,HISPA,S,A,35_to_39,.under_29,Staff,0.004530531204379562,1084.3654976851851,wop2wqbCk8KEwqY=,Retirement
5480,over_5,Self Sufficiency,38.7085,13,F,WHITE,S,A,40_to_44,.under_29,Manager,0.004424981751824817,300.3654976851852,wop2wqbCk8KDwqA=,Retirement
5473,over_5,Other,29.9178,5,,HISPA,,,,,Staff,0.003378713685364517,4136.365497685185,wop2wqbCksKMwqI=,Retirement
5480,over_5,Administrative Services,43.3713,9,M,WHITE,S,A,45_to_49,30_to_34,Staff,0.0038004379562043794,2064.365497685185,wop2wqbCksKHwqI=,Retirement
5494,over_5,Other,20.4176,3,,BLACK,,,,,Staff,0.0017760465962868583,3520.3654976851853,wop2wqXCm8KMwp0=,Retirement
5494,over_5,Self Sufficiency,30.5061,13,F,HISPA,S,A,35_to_39,.under_29,Staff,0.003659646887513651,580.3654976851851,wop2wqXCm8KLwp4=,Retirement
5400,over_5,Administrative Services,37.1791,5,M,HISPA,S,A,40_to_44,.under_29,Staff,0.003762148148148148,1070.3654976851851,wop2wqXCm8KKwqE=,Retirement
5494,over_5,Self Sufficiency,23.6057,10,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.0024036585365853655,3296.3654976851853,wop2wqXCm8KIwqA=,Retirement
2636,3_to_4,Adult Services,23.1817,5,F,BLACK,U,G,45_to_49,30_to_34,Staff,0.0020710925644916536,609.3654976851852,wop2wqXCm8KGwqU=,Retirement
5490,over_5,Adult Services,40.1149,11,F,PACIF,S,A,45_to_49,30_to_34,Staff,0.004994553734061931,1084.3654976851851,wop2wqXCm8KFwqM=,Retirement
378,.under_1,Self Sufficiency,16.0067,3,F,WHITE,S,A,45_to_49,30_to_34,Staff,0.009065343915343912,48.36549768518518,wop2wqXCm8KEwp0=,Retirement
5508,over_5,Self Sufficiency,28.1762,13,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.0032273420479302837,4444.365497685185,wop2wqXCmsKLwqM=,Retirement
5508,over_5,Other,31.521069,13,,WHITE,,,,,Staff,0.0038346167392883075,832.3654976851852,wop2wqXCmsKLwqI=,Retirement
4439,over_5,Children Services,30.8461,7,M,HISPA,S,A,35_to_39,.under_29,Staff,0.003272741608470376,3254.3654976851853,wop2wqXCmsKHwp4=,Retirement
5509,over_5,Self Sufficiency,30.975077,15,F,HISPA,M,A,30_to_34,.under_29,Staff,0.0037348115810491925,1897.365497685185,wop2wqXCmsKEwp8=,Retirement
5510,over_5,Administrative Services,23.2169,8,M,PACIF,S,A,50_to_54,35_to_39,Staff,0.00233519056261343,5076.365497685185,wop2wqXCmsKDwqU=,Retirement
5508,over_5,Other,26.3704,7,,HISPA,,,,,Staff,0.0026382716049382715,2596.365497685185,wop2wqXCmsKDwqI=,Retirement
5508,over_5,Children Services,22.942034,8,F,HISPA,M,A,55_to_59,45_to_49,Staff,0.0016422538126361656,3898.365497685185,wop2wqXCmcKLwqQ=,Retirement
5508,over_5,Administrative Services,43.94071,8,F,BLACK,S,A,over_60,45_to_49,Staff,0.004684624183006537,1042.3654976851851,wop2wqXCmcKLwqM=,Retirement
5531,over_5,Adult Services,36.049836,8,F,HISPA,S,A,40_to_44,.under_29,Supervisor,0.004441988067257277,959.3654976851852,wop2wqXCmcKIwqE=,Retirement
5523,over_5,Children Services,36.232302,14,M,,S,A,35_to_39,.under_29,Staff,0.0037659971030237186,958.3654976851851,wop2wqXCmcKGwqQ=,Retirement
5461,over_5,Self Sufficiency,28.1762,12,F,HISPA,S,A,55_to_59,45_to_49,Staff,0.0031440029298663253,4682.365497685185,wop2wqXCmcKGwp8=,Retirement
5510,over_5,Children Services,30.8461,10,F,WHITE,S,A,45_to_49,30_to_34,Staff,0.002797350272232305,3968.3654976851853,wop2wqXCmcKEwqQ=,Retirement
4479,over_5,Children Services,38.032625,14,F,WHITE,U,H,45_to_49,30_to_34,Staff,0.005045752400089306,682.3654976851852,wop2wqXCmcKEwqE=,Retirement
5522,over_5,Other,28.8459,11,,ASIAN,,,,,Staff,0.0033404382470119524,132.36549768518518,wop2wqXCmcKDwqI=,Retirement
5522,over_5,Children Services,34.838752,12,F,WHITE,S,A,35_to_39,.under_29,Staff,0.0038862643969576243,20.365497685185183,wop2wqXCmMKMwqE=,Retirement
5522,over_5,Other,45.2441,12,,BLACK,,,,,Staff,0.005149239406012315,1672.3654976851851,wop2wqXCmMKLwqI=,Retirement
5518,over_5,Self Sufficiency,30.308724,11,M,ASIAN,S,A,35_to_39,.under_29,Staff,0.003497992750996738,244.3654976851852,wop2wqXCmMKKwqY=,Retirement
5518,over_5,Children Services,43.424675,14,F,HISPA,S,A,40_to_44,.under_29,Manager,0.005649687386734324,62.36549768518518,wop2wqXCmMKKwp4=,Retirement
5522,over_5,Self Sufficiency,32.2027,10,F,WHITE,S,A,45_to_49,30_to_34,Supervisor,0.003532759869612459,594.3654976851852,wop2wqXCmMKGwqY=,Retirement
5522,over_5,Administrative Services,30.5061,11,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.003101647953639985,2638.3654976851853,wop2wqXCmMKGwp4=,Retirement
5522,over_5,Children Services,37.2804,20,F,BLACK,S,A,40_to_44,.under_29,Staff,0.004452299891343716,818.3654976851852,wop2wqXCmMKEwqU=,Retirement
5522,over_5,Self Sufficiency,32.2027,12,F,,M,A,45_to_49,30_to_34,Supervisor,0.0034088917059036583,3870.3654976851853,wop2wqXCmMKEwqM=,Retirement
5527,over_5,Administrative Services,33.9268,14,F,WHITE,M,A,45_to_49,30_to_34,Staff,0.003717749231047585,190.36549768518518,wop2wqXCmMKDwqY=,Retirement
5522,over_5,Children Services,43.151011,14,M,WHITE,S,A,35_to_39,.under_29,Supervisor,0.005019614451285765,300.3654976851852,wop2wqXCmMKDwp8=,Retirement
5522,over_5,Other,38.843168,10,,HISPA,,,,,Staff,0.004239490764215864,1336.3654976851851,wop2wqXCmMKDwp4=,Retirement
5522,over_5,Public Authority,37.2145,13,M,WHITE,S,A,55_to_59,40_to_44,Staff,0.004316497645780515,2820.3654976851853,wop2wqXCl8KMwqI=,Retirement
5522,over_5,Self Sufficiency,28.1762,8,F,,S,A,40_to_44,.under_29,Staff,0.002803585657370518,5018.365497685185,wop2wqXCl8KLwqM=,Retirement
4502,over_5,Other,27.922648,16,,HISPA,,,,,Staff,0.003382462905375388,370.3654976851852,wop2wqXCl8KLwqI=,Retirement
5525,over_5,Children Services,21.329,6,F,HISPA,S,A,40_to_44,.under_29,Staff,0.0014548054298642536,5525.365497685185,wop2wqXCl8KIwqU=,Retirement
3466,over_5,Children Services,27.13053,11,F,HISPA,S,A,35_to_39,.under_29,Staff,0.004572570686670514,1532.3654976851851,wop2wqXCl8KIwp0=,Retirement
5536,over_5,Administrative Services,24.0778,8,M,HISPA,S,A,55_to_59,40_to_44,Staff,0.002423735549132948,4192.365497685185,wop2wqXClsKKwqY=,Retirement
5536,over_5,Children Services,21.6748,6,F,WHITE,S,A,over_60,45_to_49,Staff,0.002036632947976879,5410.365497685185,wop2wqXClsKKwqA=,Retirement
5536,over_5,Administrative Services,46.653932,9,F,HISPA,S,A,40_to_44,.under_29,Supervisor,0.005642003612716762,314.36549768518523,wop2wqXClsKFwqU=,Retirement
5548,over_5,Adult Services,40.1149,11,F,ASIAN,S,A,55_to_59,40_to_44,Staff,0.0024917627974044695,1086.3654976851851,wop2wqXClcKMwqE=,Retirement
5552,over_5,Other,43.729629,9,,WHITE,,,,,Supervisor,0.003836208393371758,2234.365497685185,wop2wqXClcKLwqM=,Retirement
5550,over_5,Administrative Services,32.1881,12,M,,S,A,40_to_44,.under_29,Staff,0.003925783783783784,1266.3654976851851,wop2wqXClcKDwqY=,Retirement
3701,over_5,Children Services,29.026504,7,F,HISPA,S,A,35_to_39,.under_29,Staff,0.00496217346663064,846.3654976851851,wop2wqXClMKMwqA=,Retirement
5559,over_5,Children Services,40.1149,10,F,HISPA,S,A,35_to_39,.under_29,Staff,0.004440043173232595,4920.365497685185,wop2wqXClMKGwqE=,Retirement
5564,over_5,Self Sufficiency,26.088,9,F,HISPA,S,A,40_to_44,.under_29,Supervisor,0.002819554277498203,5102.365497685185,wop2wqXClMKGwp0=,Retirement
5228,over_5,Other,29.143003,7,,HISPA,,,,,Staff,0.0033651497704667178,832.3654976851852,wop2wqXClMKFwqA=,Retirement
5564,over_5,Administrative Services,23.6057,8,F,WHITE,S,A,55_to_59,40_to_44,Staff,0.0023266894320632635,468.36549768518523,wop2wqXCk8KMwqI=,Retirement
5564,over_5,Other,32.1038,12,,BLACK,,,,,Staff,0.0039007548526240115,1588.3654976851851,wop2wqXCk8KMwqA=,Retirement
5564,over_5,Self Sufficiency,28.1762,8,M,HISPA,S,A,40_to_44,.under_29,Staff,0.0031948598130841126,4682.365497685185,wop2wqXCk8KLwqM=,Retirement
5560,over_5,Children Services,40.1149,8,F,WHITE,S,A,40_to_44,.under_29,Staff,0.0035344064748201436,5200.365497685185,wop2wqXCk8KIwqU=,Retirement
5559,over_5,Children Services,40.1149,10,F,BLACK,S,A,50_to_54,35_to_39,Staff,0.004440043173232595,4920.365497685185,wop2wqXCk8KIwp0=,Retirement
5289,over_5,Self Sufficiency,24.9017,13,F,HISPA,D,A,35_to_39,.under_29,Staff,0.0027418604651162793,1173.3654976851853,wop2wqXCk8KFwqE=,Retirement
5564,over_5,Children Services,45.5712,11,M,BLACK,S,A,45_to_49,30_to_34,Supervisor,0.0044320273184759165,2316.365497685185,wop2wqXCk8KFwqA=,Retirement
1497,1_to_2,Other,28.2328,3,,HISPA,,,,,Staff,0.006035871743486975,545.3654976851852,wop2wqXCksKJwqY=,Retirement
5579,over_5,Self Sufficiency,24.163636,14,F,BLACK,S,A,40_to_44,.under_29,Staff,0.002467043556192866,202.3654976851852,wop2wqXCksKDwqM=,Retirement
5578,over_5,Adult Services,40.1149,12,F,HISPA,S,A,40_to_44,.under_29,Staff,0.005032466833990678,1084.3654976851851,wop2wqTCm8KFwp0=,Retirement
5578,over_5,Self Sufficiency,28.1762,6,F,,S,A,45_to_49,30_to_34,Staff,0.0028921477231982798,5242.365497685185,wop2wqTCmsKIwp0=,Retirement
5573,over_5,Children Services,40.1149,9,M,BLACK,S,A,45_to_49,30_to_34,Staff,0.0036385968060290686,4108.365497685185,wop2wqTCmsKHwqM=,Retirement
5585,over_5,Self Sufficiency,30.5061,10,F,HISPA,S,A,50_to_54,35_to_39,Staff,0.0033056938227394804,3723.3654976851853,wop2wqTCmsKHwqE=,Retirement
5578,over_5,Children Services,44.6776,13,F,,S,A,40_to_44,.under_29,Supervisor,0.00529714951595554,902.3654976851852,wop2wqTCmsKGwqY=,Retirement
5578,over_5,Administrative Services,33.9268,12,M,HISPA,S,A,45_to_49,30_to_34,Staff,0.00392309071351739,902.3654976851852,wop2wqTCmsKGwqU=,Retirement
5578,over_5,Self Sufficiency,32.5086,12,F,WHITE,S,A,40_to_44,.under_29,Staff,0.0036688418788096097,188.3654976851852,wop2wqTCmsKGwqI=,Retirement
5578,over_5,Adult Services,43.151011,16,F,HISPA,S,A,45_to_49,30_to_34,Supervisor,0.005576767837934743,384.3654976851852,wop2wqTCmsKFwqM=,Retirement
5578,over_5,Self Sufficiency,42.403826,12,F,HISPA,S,A,40_to_44,.under_29,Supervisor,0.005442815704553604,20.365497685185183,wop2wqTCmsKFwp4=,Retirement
5592,over_5,Self Sufficiency,27.6237,12,F,HISPA,S,A,55_to_59,40_to_44,Staff,0.003033565808297568,3072.365497685185,wop2wqTCmsKEwp4=,Retirement
5592,over_5,Administrative Services,26.935382,6,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.0029569710300429183,20.365497685185183,wop2wqTCmcKIwp8=,Retirement
1475,3_to_4,Children Services,16.03264,4,F,WHITE,U,G,50_to_54,35_to_39,Staff,0.0036424677966101697,670.3654976851852,wop2wqTCmcKEwqQ=,Retirement
5494,over_5,Self Sufficiency,34.296573,12,F,WHITE,S,A,50_to_54,35_to_39,Staff,0.0043495764470331275,62.36549768518518,wop2wqTCmcKDwqU=,Retirement
5413,over_5,Adult Services,22.63376,10,F,WHITE,S,D,35_to_39,.under_29,Staff,0.002260070201367079,455.3654976851852,wop2wqTCmcKDwqM=,Retirement
5592,over_5,Other,32.2029,9,,HISPA,,,,,Staff,0.0038989449213161663,104.3654976851852,wop2wqTCmMKMwqY=,Retirement
5592,over_5,Children Services,45.5712,9,F,BLACK,S,A,50_to_54,35_to_39,Supervisor,0.003379166666666666,2288.365497685185,wop2wqTCmMKLwqY=,Retirement
5588,over_5,Children Services,33.180755,10,M,,S,A,45_to_49,30_to_34,Staff,0.0023169389763779526,510.3654976851852,wop2wqTCmMKKwqY=,Retirement
5018,over_5,Self Sufficiency,29.067135,12,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.0035991102032682347,3520.3654976851853,wop2wqTCmMKIwqA=,Retirement
5588,over_5,Other,26.9455,12,,WHITE,,,,,Staff,0.0026728704366499644,1154.3654976851851,wop2wqTCmMKHwqE=,Retirement
5592,over_5,Other,27.4844,3,,HISPA,,,,,Staff,0.0022631258941344778,4808.365497685185,wop2wqTCmMKHwqA=,Retirement
5597,over_5,Children Services,45.5712,13,F,ASIAN,S,A,45_to_49,30_to_34,Supervisor,0.0044859031624084325,4211.365497685185,wop2wqTCmMKEwqU=,Retirement
5592,over_5,Other,34.530704,9,,HISPA,,,,,Staff,0.003417972818311874,1770.3654976851851,wop2wqTCmMKEwqI=,Retirement
5018,over_5,Public Authority,27.67908,17,F,HISPA,S,C,35_to_39,.under_29,Staff,0.003443419689119171,679.3654976851852,wop2wqTCl8KLwqQ=,Retirement
5606,over_5,Children Services,41.9942,15,F,BLACK,S,A,35_to_39,.under_29,Supervisor,0.005635783089546914,1322.3654976851851,wop2wqTCl8KIwqM=,Retirement
5606,over_5,Self Sufficiency,28.1762,8,F,HISPA,S,A,40_to_44,.under_29,Staff,0.00266666072065644,3282.3654976851853,wop2wqTCl8KIwqA=,Retirement
5606,over_5,Children Services,45.5712,13,F,WHITE,S,A,40_to_44,.under_29,Supervisor,0.0063452015697466994,818.3654976851851,wop2wqTCl8KIwp4=,Retirement
5606,over_5,Other,45.8642,9,,HISPA,,,,,Staff,0.0051079379236532284,720.3654976851852,wop2wqTClsKMwqQ=,Retirement
5606,over_5,Administrative Services,32.7757,4,M,HISPA,S,A,55_to_59,50_to_54,Staff,0.0022103460577952198,342.3654976851852,wop2wqTClsKLwqU=,Retirement
5609,over_5,Other,27.0332,5,,,,,,,Staff,0.002678498841148155,5186.365497685185,wop2wqTClsKLwp0=,Retirement
5616,over_5,Children Services,40.1149,10,F,BLACK,S,A,over_60,45_to_49,Staff,0.0034991631054131053,5256.365497685185,wop2wqTClsKJwqQ=,Retirement
5189,over_5,Adult Services,45.5712,9,F,HISPA,S,A,35_to_39,.under_29,Supervisor,0.004316380805550202,1084.3654976851853,wop2wqTClsKDwqY=,Retirement
5614,over_5,Other,32.7459,10,,HISPA,,,,,Staff,0.003687584609903812,594.3654976851852,wop2wqTClcKLwqA=,Retirement
5620,over_5,Self Sufficiency,28.1762,13,M,HISPA,S,A,40_to_44,.under_29,Staff,0.0028705338078291822,5270.365497685185,wop2wqTClcKLwp8=,Retirement
5621,over_5,Self Sufficiency,30.308724,9,F,,S,A,45_to_49,30_to_34,Supervisor,0.0032494082903397974,231.3654976851852,wop2wqTClcKKwqM=,Retirement
5621,over_5,Children Services,45.5712,9,M,WHITE,S,A,40_to_44,.under_29,Supervisor,0.0041988436221312925,3437.3654976851853,wop2wqTClcKKwqA=,Retirement
5620,over_5,Self Sufficiency,28.1762,10,F,2PLUS,S,A,35_to_39,.under_29,Staff,0.0028705338078291822,5242.365497685185,wop2wqTClcKJwqM=,Retirement
5620,over_5,Self Sufficiency,30.30872,16,F,BLACK,S,A,40_to_44,.under_29,Staff,0.0032499857651245557,230.36549768518518,wop2wqTClcKJwqE=,Retirement
5620,over_5,Self Sufficiency,32.2027,10,F,HISPA,S,A,45_to_49,30_to_34,Supervisor,0.0035869928825622783,3268.365497685185,wop2wqTClcKIwqM=,Retirement
5620,over_5,Self Sufficiency,32.2027,11,F,WHITE,S,A,over_60,45_to_49,Supervisor,0.0035869928825622783,3044.365497685185,wop2wqTClcKIwqE=,Retirement
5620,over_5,Other,33.065,10,,HISPA,,,,,Staff,0.0037404270462633453,622.3654976851852,wop2wqTClcKIwp4=,Retirement
5634,over_5,Self Sufficiency,28.1762,9,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.0032261625843095494,3618.365497685185,wop2wqTCk8KLwqU=,Retirement
5648,over_5,Finance and Forecasting,29.4122,6,F,WHITE,S,A,50_to_54,35_to_39,Staff,0.0028641643059490085,2904.3654976851853,wop2wqTCk8KIwqA=,Retirement
5648,over_5,Other,50.289,13,,HISPA,,,,,Manager,0.006940332861189801,62.36549768518518,wop2wqTCk8KGwp4=,Retirement
5648,over_5,Self Sufficiency,27.96704,9,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.0033564164305949005,608.3654976851851,wop2wqTCk8KGwp0=,Retirement
5648,over_5,Other,24.0778,7,,HISPA,,,,,Staff,0.00208707507082153,2274.3654976851853,wop2wqTCksKJwqA=,Retirement
5648,over_5,Other,49.0293,13,,HISPA,,,,,Supervisor,0.006910286827195467,1910.3654976851851,wop2wqTCksKIwqA=,Retirement
5648,over_5,Self Sufficiency,33.973849,17,F,BLACK,S,A,35_to_39,.under_29,Staff,0.004419944936260624,62.36549768518518,wop2wqTCksKIwp0=,Retirement
4458,over_5,Other,35.466496,11,,BLACK,,,,,Staff,0.006087145805293854,2666.365497685185,wop2wqTCksKHwqY=,Retirement
5256,over_5,Children Services,44.6776,15,M,HISPA,S,A,50_to_54,30_to_34,Supervisor,0.008500304414003044,496.36549768518523,wop2wqTCksKHwqM=,Retirement
5648,over_5,Adult Services,45.5712,9,F,WHITE,S,A,50_to_54,35_to_39,Supervisor,0.0038192280453257788,1084.3654976851851,wop2wqTCksKGwqA=,Retirement
744,1_to_2,Other,28.8796,2,,BLACK,,,,,Staff,0.01193494623655914,678.3654976851852,wop2wqTCksKEwp0=,Retirement
5641,over_5,Finance and Forecasting,26.0617,6,M,BLACK,S,A,over_60,50_to_54,Staff,0.002364013472788512,5641.365497685185,wop2wqTCksKDwqI=,Retirement
5651,over_5,Finance and Forecasting,26.0617,6,F,,S,A,over_60,50_to_54,Staff,0.0016565740576889047,5651.365497685185,wop2wqPCm8KLwqI=,Retirement
5682,over_5,Self Sufficiency,31.5713,13,F,WHITE,S,A,40_to_44,.under_29,Supervisor,0.0036192361844420984,470.3654976851852,wop2wqPCm8KKwqY=,Retirement
4980,over_5,Self Sufficiency,31.5713,12,F,HISPA,S,D,40_to_44,.under_29,Staff,0.0041990562248995986,189.3654976851852,wop2wqPCm8KJwp0=,Retirement
5662,over_5,Other,36.9529,9,,WHITE,,,,,Staff,0.00476031437654539,202.36549768518518,wop2wqPCm8KFwp0=,Retirement
5411,over_5,Other,35.0441,7,,HISPA,,,,,Staff,0.004030437996673443,48.36549768518518,wop2wqPCmsKIwp4=,Retirement
5676,over_5,Adult Services,23.717877,11,F,AMIND,S,A,35_to_39,.under_29,Staff,0.002300542107117689,90.36549768518518,wop2wqPCmsKDwqA=,Retirement
5676,over_5,Self Sufficiency,28.1762,12,M,WHITE,S,A,40_to_44,.under_29,Staff,0.0031318181818181822,4892.365497685185,wop2wqPCmcKMwqY=,Retirement
5676,over_5,Administrative Services,26.3528,13,M,HISPA,S,A,35_to_39,.under_29,Staff,0.0028193798449612406,986.3654976851852,wop2wqPCmcKKwqM=,Retirement
5665,over_5,Self Sufficiency,28.1762,12,F,,S,A,40_to_44,.under_29,Staff,0.0031055075022065315,3898.3654976851853,wop2wqPCmcKFwqM=,Retirement
5676,over_5,Other,43.5504,10,,HISPA,,,,,Staff,0.005602977448907682,202.3654976851852,wop2wqPCmMKGwqE=,Retirement
5690,over_5,Other,28.315098,8,,HISPA,,,,,Staff,0.0032662738137082597,874.3654976851852,wop2wqPCmMKFwp4=,Retirement
5663,over_5,Adult Services,24.0778,15,F,HISPA,S,A,35_to_39,.under_29,Staff,0.002415292247925128,1085.3654976851853,wop2wqPCl8KJwqQ=,Retirement
5690,over_5,Administrative Services,22.4814,12,F,HISPA,S,A,35_to_39,.under_29,Staff,0.0021935676625659054,1140.3654976851851,wop2wqPCl8KHwp8=,Retirement
5694,over_5,Children Services,40.9971,15,F,HISPA,S,A,40_to_44,.under_29,Staff,0.005443818054092027,1112.3654976851853,wop2wqPCl8KGwqM=,Retirement
5682,over_5,Children Services,37.2145,11,F,WHITE,S,A,50_to_54,35_to_39,Staff,0.004686906019007391,2571.365497685185,wop2wqPCl8KFwqU=,Retirement
5679,over_5,Self Sufficiency,25.2536,8,F,HISPA,S,A,50_to_54,35_to_39,Staff,0.002207624581792569,4934.365497685185,wop2wqPCl8KFwqM=,Retirement
5686,over_5,Self Sufficiency,26.088,10,F,HISPA,S,A,50_to_54,35_to_39,Supervisor,0.002726785086176574,2344.3654976851853,wop2wqPClsKMwqY=,Retirement
5688,over_5,Self Sufficiency,30.30872,13,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.003467865682137834,230.3654976851852,wop2wqPClsKMwqI=,Retirement
5704,over_5,Finance and Forecasting,29.9178,8,M,ASIAN,S,A,45_to_49,30_to_34,Staff,0.0031377629733520336,2820.3654976851853,wop2wqPClsKLwqU=,Retirement
5704,over_5,Finance and Forecasting,45.055238,10,F,,S,A,45_to_49,35_to_39,Staff,0.003932019284712483,1140.3654976851853,wop2wqPClcKHwqU=,Retirement
816,1_to_2,Adult Services,32.531,3,F,BLACK,S,A,50_to_54,35_to_39,Staff,0.019868382352941173,118.3654976851852,wop2wqPClcKHwp8=,Retirement
5732,over_5,Children Services,40.1149,9,F,BLACK,S,A,40_to_44,.under_29,Staff,0.003558670621074668,5438.365497685185,wop2wqPClMKGwqA=,Retirement
5714,over_5,Self Sufficiency,32.5086,14,F,HISPA,S,A,50_to_54,30_to_34,Staff,0.0036333041652082602,3226.365497685185,wop2wqPClMKDwp4=,Retirement
5714,over_5,Self Sufficiency,32.5086,16,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.003551067553377669,2512.365497685185,wop2wqPClMKDwp0=,Retirement
5718,over_5,Administrative Services,37.435916,11,F,WHITE,S,A,40_to_44,.under_29,Supervisor,0.004410303602658272,622.3654976851852,wop2wqPCk8KMwqY=,Retirement
5718,over_5,Children Services,50.981074,13,F,HISPA,S,A,40_to_44,.under_29,Manager,0.00525877474641483,622.3654976851852,wop2wqPCk8KMwqM=,Retirement
5734,over_5,Administrative Services,25.1194,7,M,HISPA,M,A,40_to_44,.under_29,Staff,0.0024413149633763513,1240.3654976851851,wop2wqPCk8KIwqI=,Retirement
5441,over_5,Other,22.459208,8,,WHITE,,,,,Staff,0.0019553773203455247,1546.3654976851851,wop2wqPCk8KHwqU=,Retirement
5732,over_5,Administrative Services,23.2169,9,M,HISPA,S,A,over_60,45_to_49,Staff,0.002314532449406839,5074.365497685185,wop2wqPCk8KGwqQ=,Retirement
393,.under_1,Adult Services,25.7097,2,F,HISPA,S,A,35_to_39,.under_29,Staff,0.02389643765903308,104.36549768518518,wop2wqPCk8KFwp4=,Retirement
5732,over_5,Children Services,41.9942,8,M,WHITE,S,A,50_to_54,35_to_39,Supervisor,0.002579518492672714,2610.3654976851853,wop2wqPCk8KDwqQ=,Retirement
5732,over_5,Administrative Services,30.5061,8,F,BLACK,S,A,55_to_59,40_to_44,Staff,0.0033017271458478715,2134.365497685185,wop2wqPCksKIwqM=,Retirement
5732,over_5,Self Sufficiency,30.5061,12,F,WHITE,S,A,50_to_54,35_to_39,Staff,0.0033017271458478715,3716.365497685185,wop2wqPCksKHwqI=,Retirement
5732,over_5,Other,32.7459,9,,BLACK,,,,,Staff,0.003692480809490579,594.3654976851852,wop2wqPCksKHwqA=,Retirement
5732,over_5,Administrative Services,30.5061,12,F,WHITE,S,A,40_to_44,.under_29,Staff,0.0033017271458478715,3310.3654976851853,wop2wqPCksKHwp0=,Retirement
5732,over_5,Administrative Services,30.5061,10,F,HISPA,S,A,40_to_44,.under_29,Staff,0.0033017271458478715,2134.3654976851853,wop2wqPCksKGwqY=,Retirement
5472,over_5,Children Services,27.807612,18,F,PACIF,S,A,40_to_44,.under_29,Staff,0.0029654627192982454,963.3654976851852,wop2wqPCksKGwqU=,Retirement
5684,over_5,Children Services,26.088,13,F,BLACK,S,A,45_to_49,30_to_34,Supervisor,0.002760028149190711,2470.3654976851853,wop2wqPCksKGwqE=,Retirement
2512,3_to_4,Other,26.08,4,,HISPA,,,,,Staff,0.005955414012738853,328.3654976851852,wop2wqLCm8KJwp8=,Retirement
5382,over_5,Self Sufficiency,27.922694,10,F,HISPA,S,A,30_to_34,.under_29,Staff,0.0030009836492010406,566.3654976851851,wop2wqLCm8KIwqQ=,Retirement
5760,over_5,Self Sufficiency,29.4144,7,F,,S,A,45_to_49,30_to_34,Staff,0.0033705555555555555,4934.365497685185,wop2wqLCm8KGwqI=,Retirement
2870,over_5,Other,20.322918,6,,HISPA,,,,,Staff,0.003596835540069687,2624.365497685185,wop2wqLCm8KGwp8=,Retirement
5746,over_5,Administrative Services,40.084595,5,M,WHITE,S,A,40_to_44,.under_29,Staff,0.004092968151757744,678.3654976851852,wop2wqLCm8KEwqM=,Retirement
5746,over_5,Children Services,21.329,11,F,WHITE,S,A,50_to_54,35_to_39,Staff,0.0014662199791159068,5746.365497685185,wop2wqLCmsKLwqE=,Retirement
5746,over_5,Children Services,40.1149,10,F,,S,A,40_to_44,.under_29,Staff,0.0033420640445527322,4290.365497685185,wop2wqLCmsKKwqY=,Retirement
5760,over_5,Adult Services,31.311264,11,F,WHITE,S,A,50_to_54,35_to_39,Staff,0.0037345944444444447,2750.365497685185,wop2wqLCmsKKwqA=,Retirement
5760,over_5,Adult Services,26.088,12,F,WHITE,S,A,45_to_49,30_to_34,Supervisor,0.002827777777777778,1266.3654976851851,wop2wqLCmsKJwp8=,Retirement
5760,over_5,Administrative Services,32.1881,14,F,HISPA,S,A,35_to_39,.under_29,Staff,0.003583003472222222,986.3654976851852,wop2wqLCmsKFwqY=,Retirement
3962,over_5,Adult Services,20.873652,9,F,WHITE,S,A,35_to_39,.under_29,Staff,0.0030873427561837453,1070.3654976851853,wop2wqLCmcKMwqA=,Retirement
5760,over_5,Administrative Services,46.653932,12,F,BLACK,S,A,45_to_49,30_to_34,Supervisor,0.004589102777777777,314.36549768518523,wop2wqLCmcKLwqA=,Retirement
5761,over_5,Children Services,40.1149,10,M,BLACK,S,A,40_to_44,.under_29,Staff,0.0030606491928484632,4305.365497685185,wop2wqLCmcKEwqQ=,Retirement
